disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
3276,,,,,79259.86,79259.86,,2023-11-02T00:00:00.000Z,,,6fd2c8e7db8b0784dfe8e8826e80d446f308709c,2023-11-02T04:02:44.321Z,707eca36-7573-435f-991e-de2cae7f42a1
3277,,,,,15338277.73,15399918.36,,2023-11-02T00:00:00.000Z,,,a2b9062fac74e7655f5927af21205fbca4e6dd89,2023-11-02T04:02:44.321Z,e7d9b359-30c6-4439-ad22-eda224732e37
3278,,,,,3560273.15,3592835.96,,2023-11-02T00:00:00.000Z,,,b71efd890dfba7f04154660fc0970d65b2d43257,2023-11-02T04:02:44.321Z,5b034528-0b6c-46f5-9f45-dd62a92d3ca8
3283,,,,,5046066.37,5013490.12,3156.11,2023-11-02T00:00:00.000Z,,,aa769a10b62895bab78ace2b78b270173e798596,2023-11-02T04:02:44.321Z,bce67f5d-357e-436d-b2c8-50d2f46bec6d
3285,,,,,8596849.56,8462882.85,,2023-11-02T00:00:00.000Z,,,ffdbca32064e4b7d93f11792a8b7a2b205acbee5,2023-11-02T04:02:44.321Z,db57ce33-27c3-4d27-b834-77adc03f99ce
3286,,,,,7122145.99,7078992.19,,2023-11-02T00:00:00.000Z,,,fbbb6bdef2c839ebf94f4bc84eda67052ceb47e1,2023-11-02T04:02:44.321Z,6d2767b4-ac12-4e7a-9ddc-b9ff8f2e6ea3
3001,,,,,,,,,,,048de6636cf17f230af94da55f4eb8be2d0c9dfa,2023-03-18T13:22:12.883Z,0662c0c5-0fa6-44ae-a318-ad803c7fe065
3002,,,,,,,,,,,743e7d345ac71316a1c26179cb8a28f29eb4cca2,2023-03-18T13:22:12.883Z,6f7b738c-757e-4074-8a78-d02f92a67f78
3003,,,,,,,,,,,28429c12dda4bd6fffdb98d4bdcc3be8ed2f3b32,2023-03-18T13:22:12.883Z,614139d0-cd3f-42d9-96a9-3d15acaa215c
3004,,,,,,,,,,,e0521f2349c53c158249e97c2ae93b7dba7bfc72,2023-03-18T13:22:12.883Z,193cf754-e06b-48cd-92ea-dc451830fa3c
3005,,,,,,,,,,,48f11dbbc0b35fbf7c4e31cc178ecf7bc84b9aed,2023-03-18T13:22:12.883Z,8e67c5e0-6fc9-4fe5-8561-7a1a43d60535
3006,,,,,,,,,,,5551e0f4b40c43d78f8a804412c0b937d6484567,2023-03-18T13:22:12.883Z,ff7a9171-6ce4-4cdd-bbf5-6de12de271b6
3007,,,,,,,,,,,dfaa6d06d088484c90290c4c2f726bfa03a5aad8,2023-03-18T13:22:12.883Z,19c8e36f-6c01-449e-8178-da3fae9655d1
3008,,,,,,,,,,,333c0a1f021a5a0e4ec43273c42bc37a7d02df32,2023-03-18T13:22:12.883Z,dde7fbaf-8520-45d0-967e-602d90c118fa
3009,,,,,,,,,,,87ea433c2cbf15f301227d20a9b6e5318b74d440,2023-03-18T13:22:12.883Z,f89bcbd9-f4be-4866-be36-b49ef7dcaf89
3010,,,,,,,,,,,226f1f4296a8e39011b52128945b7f10f637b94a,2023-03-18T13:22:12.883Z,fc205253-efbc-447d-a2d7-60a9b501c15f
3011,,,,,,,,,,,2d3ee4f53be522fbcc87ac488f4bea86c03b5e36,2023-03-18T13:22:12.883Z,6ec46644-c3db-4348-836e-04ffb33f6503
3012,,,,,,,,,,,299e48242a67ea56b619baa5675491e69231f933,2023-03-18T13:22:12.883Z,b915bee7-fd34-4087-9d77-2770e0f30b84
3013,,,,,,,,,,,1c95c43622f26911d9de429361e357ebbd4a71ad,2023-03-18T13:22:12.883Z,177fba87-7eab-452c-ac6a-9cbe86e5afd8
3014,,,,,,,,,,,38d441298c71a05c6fb05819a997fd253d002f11,2023-03-18T13:22:12.883Z,3aa61753-badb-4db3-8d8b-34ed8f9fff63
3015,,,,,,,,,,,7c64e9c06e8cca2b052baa97a23123900a762cb5,2023-03-18T13:22:12.883Z,a7df4c93-0496-4d0c-83bd-fefadc433e03
3016,,,,,,,,,,,da44822faf974e27136fe8d5dd12f7b04c1da460,2023-03-18T13:22:12.883Z,8dacfd6c-9ef0-42e6-999d-09fb79cc479d
3017,,,,,,,,,,,68130a62246c1b43106ab889bea5dee5ccdd8954,2023-03-18T13:22:12.883Z,fd1ffb7d-6364-457b-916c-34a2179b1bff
3018,,,,,,,,,,,60493c8a1f64bcbe893ae8068dbc5f7869a99232,2023-03-18T13:22:12.883Z,509285b8-afd4-453a-8f8b-fbe83f294ac0
3019,,,,,,,,,,,73d0777dff53fa62c921b1474314f33340d4c574,2023-03-18T13:22:12.883Z,5be8f237-8a3b-458c-9e56-032823602e82
3020,,,,,,,,,,,1e7d4e421d1108d59001a0c0db10de7ecd9f68b7,2023-03-18T13:22:12.883Z,fc3c1e82-4e01-409b-a669-72dea44c61d6
3021,,,,,,,,,,,97bf3770564b5231a269067c47b2e86ed76336eb,2023-03-18T13:22:12.883Z,89c305f7-d8a4-4a8a-9eff-3e31ac22327f
3022,,,,,,,,,,,9ae9a95f351d1dc60700631a82135cabdd8497d6,2023-03-18T13:22:12.883Z,e2a00345-7009-47bb-80f2-4597793d94f6
3023,,,,,,,,,,,1e5b3f17d49d48475fef7e1e4346be50121c9b87,2023-03-18T13:22:12.883Z,7c30be58-acd9-457a-a88b-9c8483dda155
3024,,,,,,,,,,,2a12fb3c0c473053cd6edcd222d0d6e4a795ebf2,2023-03-18T13:22:12.883Z,e2680b0f-4750-43b6-a0b0-f0c2e4a43b5f
3025,,,,,,,,,,,c47763c0235d062d1fe791a3fd87ff8fec16f4c3,2023-03-18T13:22:12.883Z,b6e5b29c-c1f8-40b9-9c46-d01eb20f4886
3026,,,,,,,,,,,a35a9602c705af1be97371d047ee16e2f0ab5d7c,2023-03-18T13:22:12.883Z,c6a6ded7-b88d-4f6c-bacd-032d10386729
3027,,,,,,,,,,,25cfe92a545ef0588ffb058e93cb1db46ca6067b,2023-03-18T13:22:12.883Z,d3a82717-ec6e-414a-b4a2-64eeb9e7bba9
3028,,,,,,,,,,,8ecd125efa2142f2491b6de7d98b12dbf90b0fdb,2023-03-18T13:22:12.883Z,8478da87-51d8-4754-88c9-afb06fb4d369
3029,,,,,,,,,,,91634fb352300632d2667aff1fb3023c36345189,2023-03-18T13:22:12.883Z,7a13a57b-a0be-4c75-a9c6-e03b5c49e758
3030,,,,,,,,,,,a5b3e0f98dd1134c3d43e61fc5f0075a320b1cae,2023-03-18T13:22:12.883Z,febcc1c8-11cc-4d67-9d6b-b889a433c5e1
3031,,,,,,,,,,,bce16b56fcb0eb16849eac0cd5187e406f0686c6,2023-03-18T13:22:12.883Z,331f04f9-c186-427a-881b-4e5ecc1b2c93
3032,,,,,,,,,,,ceb298b06ecb6580d47562c43ceacb56c9cb6bce,2023-03-18T13:22:12.883Z,24eaad61-81cd-4450-b4f3-45cbb591a972
3033,,,,,,,,,,,1d285fe9047ac7247f55fdc66e24730b7bd497f1,2023-03-18T13:22:12.883Z,77a82057-c4c0-4d1b-8d36-a48a77e211a8
3034,,,,,,,,,,,560a676963f6a192b253e0138c1382a56685336d,2023-03-18T13:22:12.883Z,4e86c5dc-20cd-41f3-904e-a1bedbd2e442
3035,,,,,,,,,,,b449d1a38aceed9966bdefb913a4d75be5dedc5a,2023-03-18T13:22:12.883Z,b6ab8063-27e2-445d-8fcc-8bbfe2ca6ef5
3036,,,,,,,,,,,e0904afae0351bbda714f351323d0bd3f153f9cc,2023-03-18T13:22:12.883Z,22a8bc12-3506-4b60-a060-e00d71de9d01
3037,,,,,,,,,,,521c02fbaa8dbc1e1522d3ca69663f00e185f46a,2023-03-18T13:22:12.883Z,a118a868-43ea-4d59-9e75-159695381b52
3038,,,,,,,,,,,de20285a7ea247350b10a17726d9ef0c4d711ab5,2023-03-18T13:22:12.883Z,cdce35bb-cce0-4590-936d-55b1c8359a69
3039,,,,,,,,,,,45f5542c81b124c85a8754d64d9e5ba5a30e684e,2023-03-18T13:22:12.883Z,ce3eb663-59ad-42e4-a455-08c308fc8519
3040,,,,,,,,,,,85ff143ba584e29e701250adeed25b023064c82f,2023-03-18T13:22:12.883Z,82c6f3c7-a5b0-477d-826b-be3e16b078f0
3041,,,,,,,,,,,8304ba862b8274c2554d767ffc58fd88f04bec15,2023-03-18T13:22:12.883Z,ec430658-1f16-4266-a5e0-0ca25164a490
3042,,,,,,,,,,,1e5511ddfba287541f6c9ab15765235da846d2df,2023-03-18T13:22:12.883Z,7c37baae-252c-4f83-b6f0-0fcdd7558969
3043,,,,,,,,,,,7641aa5aac434f6b9975a940ca323442bd9e3637,2023-03-18T13:22:12.883Z,f30a8234-4689-4edc-955d-a9c3113b6cc1
3044,,,,,,,,,,,958f5d35bd3e25e09874788523e223fad0760884,2023-03-18T13:22:12.883Z,aa482a84-7b70-497f-bbcd-89b9ac21afd1
3045,,,,,,,,,,,5e95fef03071223f666496970205450952baaf35,2023-03-18T13:22:12.883Z,3047ca93-df0d-473c-b8b2-b3bef8a8bb70
3046,,,,,,,,,,,8c2f3312a662581471be794ff2bd9e4826a1f789,2023-03-18T13:22:12.883Z,f7b2b54a-dd1d-49fe-850e-34dc8a120a96
3047,,,,,,,,,,,5b4ed37b52ab709e43bd8e678935207f14fbfcc7,2023-03-18T13:22:12.883Z,c639bfa4-cfb0-40ef-98e2-d8fb83d3d3a5
3048,,,,,,,,,,,cbbb1a305594dfbd0961687db5311ca74ebfe415,2023-03-18T13:22:12.883Z,df778945-a3fb-4880-be1d-d22fe4de00d6
3049,,,,,,,,,,,401925c5becb67b5f560bde4293e91c502ef511a,2023-03-18T13:22:12.883Z,2d154523-a46b-4a35-8857-18f5d7cbd6b8
3050,,,,,,,,,,,eff7d23002ac37d911c7a41894912fd2ad6171b8,2023-03-18T13:22:12.883Z,45ad0560-0dde-4de1-8b46-8756ced023d5
3051,,,,,,,,,,,195c1c050d91f2bd6b8acc9f35bbecb5fc47498d,2023-03-18T13:22:12.883Z,bdda8927-17ba-4a26-82b1-970a26eae1b7
3052,,,,,,,,,,,9d8d3a5c9b24440260ece780c21fe75c8e7c0ded,2023-03-18T13:22:12.883Z,c5b5149d-f7f3-4411-979b-4f8c024d8e3a
3053,,,,,,,,,,,24579b94df86f5c6e87d79bc2527c6b6e3b188e1,2023-03-18T13:22:12.883Z,46726e79-3485-467d-93b5-cdfc45934e07
3054,,,,,,,,,,,b88a16af17836965c25779af9973edabedd09b78,2023-03-18T13:22:12.883Z,3edee950-5848-49a6-b7c7-dfda548bba2e
3055,,,,,,,,,,,5a6e68edcb1d6627f6588530fa749822c360e47a,2023-03-18T13:22:12.883Z,fe1d32f8-fe53-46b3-a65c-77bd5f128b5e
3056,,,,,,,,,,,502bc9a01994e968d3fd4f8cb9be7f5d3304fc65,2023-03-18T13:22:12.883Z,ebdd759f-3344-458e-9e7c-603adbbc01a1
3057,,,,,,,,,,,ab79cb484d63034fd33fe98cc9284711417f293d,2023-03-18T13:22:12.883Z,444b58ec-1d0b-42aa-9838-50c47f702459
3058,,,,,,,,,,,d46b9c1dd992babd80cb54dff15eaa47f61e0aca,2023-03-18T13:22:12.883Z,44060a73-505f-41b8-b640-774570d0c2e8
3059,,,,,,,,,,,b707d5b98d66542629df4cf8a9b08527ddb3887a,2023-03-18T13:22:12.883Z,cf5ce325-5068-4ff5-8a5f-d27e056e3a21
3060,,,,,,,,,,,05264e1b02269bd46da1ac9a3fbecfae27827cc8,2023-03-18T13:22:12.883Z,00a7001c-8481-458e-9aff-87c4d0fb7866
3061,,,,,,,,,,,df5f591400dfc0a41093b22cb4b7d5190ac2e84b,2023-03-18T13:22:12.883Z,1ce44100-e039-4ec6-a476-2cc57d396336
3062,,,,,,,,,,,43557c76cc06456efba115bc7d7382a4e2ddb4e8,2023-03-18T13:22:12.883Z,eca7f720-5ae5-4077-b66b-ac148ffc2352
3063,,,,,,,,,,,7bc0a109f749757bffa5e8bafbe45e3a53dff898,2023-03-18T13:22:12.883Z,a7df85de-8358-4ca1-86c5-7d800f479e34
3064,,,,,,,,,,,eae2b17546367f74094ff9dbeba440f04db70e4d,2023-03-18T13:22:12.883Z,6e7eb237-bb40-4b1f-954d-a612557794a6
3065,,,,,,,,,,,03a9243f1561b1b3e15da084e84be01ca6f50561,2023-03-18T13:22:12.883Z,6ca9a15d-ace9-4b5e-af76-817bdbc63349
3287,,,,,246230084.13,245295902.04,,2023-11-02T00:00:00.000Z,,,b6ee1c9b6d13da4d2717da3bb89e2768c0ef397b,2023-11-02T04:02:44.321Z,0d1ab660-dc06-49fb-af17-fe4fce421764
3067,,,,,,,,,,,86e83d9f51b905dadccdf5c7b6d6e9006a987e50,2023-03-18T13:22:12.883Z,9e0542fd-4c82-43dc-960c-0d10d2154a69
3068,,,,,,,,,,,24312949f803e00e7870c26e10af455960a1b331,2023-03-18T13:22:12.883Z,26c00ffa-19c5-4c40-bc3c-5ca8f4b0a6ac
3069,,,,,,,,,,,ba1c965471f09e4c191a8d443c412f212c24070b,2023-03-18T13:22:12.883Z,235f88dd-7eeb-4e8d-847c-c224d9c75249
3070,,,,,,,,,,,4c9f9c755bf5b3b84220fe365a31b8b7596d9139,2023-03-18T13:22:12.883Z,8975c929-d576-4665-99e3-6050301822a8
3071,,,,,,,,,,,9eeb59ae6147c883e08f57df2e09de585febe536,2023-03-18T13:22:12.883Z,7f9e167d-91bc-4925-8777-62c4368dc1f0
3072,,,,,,,,,,,642fab919712fa6fd3c497270e9f73c49fd40ea1,2023-03-18T13:22:12.883Z,77cf77c3-c4cb-4788-8270-a702135724e0
3073,,,,,,,,,,,d4f3831d35f878cd50e3dde56ea5585f2e29a8fe,2023-03-18T13:22:12.883Z,6035d4a5-a629-45e2-ac82-1284aec54424
3074,,,,,,,,,,,8a5eaf104eefe567a2555cd3db6064f6ce7ae01f,2023-03-18T13:22:12.883Z,bc13f393-45f5-45c6-8dc7-d5bad81be56d
3075,,,,,,,,,,,1eac7bb36f07c95d31bba7b0594ed6dd625eb9d7,2023-03-18T13:22:12.883Z,9824d45a-5f71-4526-8537-146186d5ef78
3076,,,,,,,,,,,ce29c1cf9f52c052c3d5a58446d847bbdec02952,2023-03-18T13:22:12.883Z,afdcf4b1-bd9a-4b7d-b7d0-88553e763272
3077,,,,,,,,,,,acc24f532760d0037c458e535cc6e17d0524d655,2023-03-18T13:22:12.883Z,b5ee914d-68bc-43a1-a69d-a7f5221a54b4
3288,,,,,8915740.63,8889346.45,25932.75,2023-11-02T00:00:00.000Z,,,0362591f7436f8d79a2ef1e2529673d95bb12492,2023-11-02T04:02:44.321Z,897ac4c5-eacd-4b2c-9aa7-a74b947f558a
3079,,,,,,,,,,,4f62e6299e7416e6a65453f3145443faf791abee,2023-03-18T13:22:12.883Z,ff0cb541-aaf3-47dc-a61e-3d5bd5a86e06
3290,,,,,27385680.76,27155369.85,,2023-11-02T00:00:00.000Z,,,eda3b5b246d6f323af4bb59c0831e76328c24980,2023-11-02T04:02:44.321Z,364eb1bc-38a2-44f6-902d-549147da8ff8
3081,,,,,,,,,,,3a337f057267e85a3519a080002fcec17d8b8a87,2023-03-18T13:22:12.883Z,dea09e29-5195-4b48-8a63-376d18aeab95
3082,,,,,,,,,,,313436abe2f1d72b59d4cde1883acbf62217a4b6,2023-03-18T13:22:12.883Z,912de540-1ba8-49f4-806a-c5359024e142
3083,,,,,,,,,,,7b9d38e11656c9c255ebd6fa434f2cd742dda145,2023-03-18T13:22:12.883Z,a8f7bdb8-bb09-4f8f-85d9-3ee50c6f413a
3084,,,,,,,,,,,c691c257919ee43a4ccd12641cfec30348917e10,2023-03-18T13:22:12.883Z,d74a649e-42f0-4ad3-8b35-74a9f14f6b08
3085,,,,,,,,,,,388adfcec8e5755fdf753b377fe09d0cc72e0fd8,2023-03-18T13:22:12.883Z,5e2dbf79-c755-4e22-9260-ef04f8f60f06
3086,,,,,,,,,,,cd09a643373768db449327abecbc2ca85dea9f4d,2023-03-18T13:22:12.883Z,92b27adc-3937-4be1-8e85-3210501a63cb
3087,,,,,,,,,,,afe3cb45a5ab862ec80aa93cb2eb7f4a8467e7d1,2023-03-18T13:22:12.883Z,72bf5e15-404a-4913-8bd8-159a189fdebd
3088,,,,,,,,,,,0250e72d4503a7ee9fc3acfc057488a46f5ccc8f,2023-03-18T13:22:12.883Z,26b6bbdb-9a59-4706-891e-c43fe06c456d
3089,,,,,,,,,,,3297b8784a3404d67ef22ce36ce6315fa293424f,2023-03-18T13:22:12.883Z,e79ecc07-266e-4096-9580-3c0f877ead8c
3090,,,,,,,,,,,f70ebb6ece7d707515081a15d8ab9344bf7ad752,2023-03-18T13:22:12.883Z,3e57937c-93c7-48bd-983a-f2195880561e
3091,,,,,,,,,,,e8615ad214c7d1e5746826010b594f79c24cc8ab,2023-03-18T13:22:12.883Z,b8b4380a-007c-46f5-8c0a-fec05ae5a2c0
3092,,,,,,,,,,,f19636c70f72222c2666783128b9628d6545c07b,2023-03-18T13:22:12.883Z,dff9e529-0c16-4545-b269-a6a181b3763d
3093,,,,,,,,,,,62a24c0f46a9ae25b0ccc4b7180a8647a66ceac2,2023-03-18T13:22:12.883Z,c9556bb4-fdfa-4a8d-8f79-479440cb91b8
3291,,,,,356530.38,344114.38,,2023-11-02T00:00:00.000Z,,,867ba393f7c067f8225c381a7029bac4b3d9ed27,2023-11-02T04:02:44.321Z,90bf5bc4-ac6c-43af-8cca-a73384a6b335
3292,,,,,611711.02,589645.02,,2023-11-02T00:00:00.000Z,,,8355250076423aa31479ae009dfd9242b8166ac7,2023-11-02T04:02:44.321Z,536c7beb-f38b-4bf8-8fda-6a0a13b1500e
3293,,,,,957955.64,926010.1,,2023-11-02T00:00:00.000Z,,,2b53eb7cc01f7208fd988da7a863268a13082ca2,2023-11-02T04:02:44.321Z,362d856f-3ceb-4cec-9ecc-5137a73c46ad
3294,,,,,562028.74,562028.74,,2023-11-02T00:00:00.000Z,,,8bc7e5e673f1e69e87a84479c46c7bc9542f7b22,2023-11-02T04:02:44.321Z,8e7f5076-d59a-4754-88e9-ee733db1e27a
3098,,,,,,,,,,,0b13fb02e82208a04fda3c0b4880013115cb945c,2023-03-18T13:22:12.883Z,0b38e2a1-9906-450c-ba36-6770ba18334f
3299,,,,,11498194.84,10046653.19,0,2023-11-02T00:00:00.000Z,,,b662c9bcc8d522f8d9037c8a4bd2f3de9d1a2269,2023-11-02T04:02:44.321Z,4741c33a-038e-4246-a37f-1bc5d54a9d3a
3300,,,,,9540583.88,9531434.79,,2023-11-02T00:00:00.000Z,,,4bc0037caa87bacbade1fc0da20bb4ee654433f0,2023-11-02T04:02:44.321Z,d29b1982-e4ee-4681-af5d-1d54740d32c9
3304,,,,,544794.58,544794.58,,2023-11-02T00:00:00.000Z,,,556f89d4f023d6e4eef7582bcf2ef53b05141d73,2023-11-02T04:02:44.321Z,9856577c-a83a-42ef-b6ab-8d7a2e73d715
3305,,,,,397944.96,384452.73,,2023-11-02T00:00:00.000Z,,,6e5d41bcf78fb0b3c4c50459cc0b5474db43c492,2023-11-02T04:02:44.321Z,5a23582d-f505-4c0d-873b-2f5f9f483f2b
3306,,,,,2961508.24,2865215.24,0,2023-11-02T00:00:00.000Z,,,717f700b4b962feccdf0fb942ad60c90c8d8f977,2023-11-02T04:02:44.321Z,ecf08230-664d-4f4c-92d7-0477fff8fa29
3309,,,,,4872449.38,4542934.42,,2023-11-02T00:00:00.000Z,,,f94e36092404d2265c365998b3dfb909788ad8bc,2023-11-02T04:02:44.321Z,214cbe39-021d-4f5e-bee0-3ab382d8a67b
3314,,,,,455369.3,438647.3,,2023-11-02T00:00:00.000Z,,,72cd91a07ecc2136f8579d5b4f50e57716fb5953,2023-11-02T04:02:44.321Z,002a9fbe-4637-4050-bd66-06675ca3bcd4
3315,,,,,741694.21,740080.16,,2023-11-02T00:00:00.000Z,,,d4dc5a0bead9b4f585658f43e6758686e89b0e82,2023-11-02T04:02:44.321Z,e26cad15-5db8-48c5-b9d5-be87cc4f4953
3320,,,,,16250.69,16250.69,,2023-11-02T00:00:00.000Z,,,272871e2bf7db40d88aff7260f87d605b6f02462,2023-11-02T04:02:44.321Z,3b529706-7818-4110-b0bc-a2ba15ca5b52
3322,,,,,28922892.77,28290606.47,,2023-11-02T00:00:00.000Z,,,b80c95aa36771a3505c298ba99c0af830497df1f,2023-11-02T04:02:44.321Z,a5bfdc5f-8735-410f-b595-02aaf3f10d56
3326,,,,,781030.88,777654.44,0,2023-11-02T00:00:00.000Z,,,72704cadd75133a23a24049e1a1e12cf6b48d2a0,2023-11-02T04:02:44.321Z,a88b414d-c5ea-4249-ad36-4a1271110454
3328,,,,,1313887.82,1313887.82,,2023-11-02T00:00:00.000Z,,,5ede56aa42ba99597095e93ea0d160db7579af08,2023-11-02T04:02:44.321Z,104a9798-82aa-4bae-90ef-3c23bbd2bbc5
3329,,,,,74241.71,73559.71,,2023-11-02T00:00:00.000Z,,,95153be270cb5f5326ed1050516ab80c20d23a9c,2023-11-02T04:02:44.321Z,ee573acb-14ae-4eca-8320-8fa65a3cf7aa
3330,,,,,5366361.92,5365114.75,,2023-11-02T00:00:00.000Z,,,ad09ead89ad6155e19c9ca661a86766277e00df7,2023-11-02T04:02:44.321Z,1444b580-6789-4468-9b93-f9a48af5b095
3335,,,,,5191261.4,5183599.95,,2023-11-02T00:00:00.000Z,,,70e3b13371303a96b7b9eaa54971e3039dee34ad,2023-11-02T04:02:44.321Z,78171782-7e73-4a07-aa92-03a241ca46f6
3336,,,,,916843.53,912147.08,1336.34,2023-11-02T00:00:00.000Z,,,271c9308f615be0543591e1e70d167848b9aadba,2023-11-02T04:02:44.321Z,2d3d641b-cb34-420a-8c06-3ae257edf894
3340,,,,,495306.49,495306.49,0,2023-11-02T00:00:00.000Z,,,b9266593d2e5f4ea9430530c0c860469b466da8e,2023-11-02T04:02:44.321Z,c6b034b9-cddc-4ad0-be70-95924c28e045
3341,,,,,3194.36,3194.36,,2023-11-02T00:00:00.000Z,,,ada6d4b1e4e38f455e67d6cccf1f0cf172bb6c94,2023-11-02T04:02:44.321Z,c1c9b754-b1ef-4f43-84f7-e8509ca4777f
3600,,,,,,,,,,,56efdb8afc4a23efaa275d04d22f6f3eceea5b9c,2023-09-27T23:02:39.718Z,3c9caa71-19da-4479-83e7-30ef043c95b8
4742,,,,,,,,,,0,e06ee7708b217b3912ec2ded76d58f5e338ec40e,2023-09-27T23:02:39.718Z,4dc2e961-e302-41df-b637-0f7b0685e219
4743,,,,,,,,,,0,195c75656827a328ef053cf221a86cc6008dbca2,2023-09-27T23:02:39.718Z,d5d15939-ec02-46af-9749-d32154284afe
3119,,,,,,,,,,,7dbb239dc778ef08e086590dbb23515ec36ab8a2,2023-03-18T13:22:12.883Z,89a7f77f-0fea-4772-b4f3-eebed3239895
3342,,,,,28257.8,26307.8,,2023-11-02T00:00:00.000Z,,,3bf656164f76e488b7d77c7ad4862d75f374a2b9,2023-11-02T04:02:44.321Z,8ffaccf7-d410-4899-b321-32fb78a28e71
3121,,,,,,,,,,,88f82db5bd1a626bac114524f606766dd9894415,2023-03-18T13:22:12.883Z,a984c68e-006d-46f8-8d17-9c8afbc9ffe9
3122,,,,,,,,,,,3b7123492adc5d991111c26206e917e022f19cb7,2023-03-18T13:22:12.883Z,5c934cff-38c5-4c03-a5f3-8ca4777c88b0
3358,,,,,19645.54,19645.54,,2023-11-02T00:00:00.000Z,,,3ca7fbfa78758f0744406f84f3178f04e2727546,2023-11-02T04:02:44.321Z,6576a7ae-b36b-4cdf-8a35-3af7732963ae
3124,,,,,,,,,,,96261fd09b94e4b59a51fa00b5ba7721d35fd9ef,2023-03-18T13:22:12.883Z,87e49333-4e80-4cd2-be73-b46f3661e6a6
3125,,,,,,,,,,,49c8905135685c5feb2b968f2e2655f22c075d22,2023-03-18T13:22:12.883Z,64c9de04-400a-4fec-aa0e-6e446469bf06
3360,,,,,644300.52,643660.59,,2023-11-02T00:00:00.000Z,,,87e75d358d05662124932ab9b904c3764d24094b,2023-11-02T04:02:44.321Z,9476d62e-20e7-40b9-8e4c-932d1711c564
3362,,,,,6195205.8,6150974.31,,2023-11-02T00:00:00.000Z,,,8a5697d7c61b3778bae43e719c16fbb3a9f739ed,2023-11-02T04:02:44.321Z,649ec922-ff0a-4f0f-bad1-c392696bf15a
3128,,,,,,,,,,,bb6792eff03a1a33f0be02f10b23f68fd05ecc6b,2023-03-18T13:22:12.883Z,1beaa40c-5888-4786-a37d-280e85f9420b
3129,,,,,,,,,,,53378f3f766fc2dcb196465bbb52f9f4578d4da8,2023-03-18T13:22:12.883Z,d740fafb-b86e-4da9-b7e1-6f8b14e631b2
3130,,,,,,,,,,,4df6dcb707238320e0a216abe95fb6bb71b88c57,2023-03-18T13:22:12.883Z,bcb315cb-3b09-4c50-b655-dc98c02a5ca6
1242,,,,,12933681.07,10532227.75,2401453.32,2023-11-02T00:00:00.000Z,,1514019,eee425f33fd024d867fdd11afae1731c1230948e,2023-11-02T06:08:11.521Z,ffd0d7e9-563f-438c-9f6d-daa391eb9bf6
3366,,,,,1639099.39,1616759.14,,2023-11-02T00:00:00.000Z,,,be6941cc84987feb3a818ab6b45c2b3acd52b72f,2023-11-02T04:02:44.321Z,11b26daf-c6e1-44cd-9afa-2db421ad4d81
3376,,,,,6999940.03,6887862.58,,2023-11-02T00:00:00.000Z,,,cd5a0b38986b11538613d9ec97058289e613ee63,2023-11-02T04:02:44.321Z,82abbe4c-7b20-4daa-894c-c8514924a58f
3382,,,,,0,0,,2023-11-02T00:00:00.000Z,,,9ca1028b8fac3e8382ade0762a9c27968286c672,2023-11-02T04:02:44.321Z,81d4554a-c59e-482a-be26-ee545366bdfd
3384,,,,,24959516.41,23052403.1,,2023-11-02T00:00:00.000Z,,,790761e38db96228bf25a546e08e4183853764ee,2023-11-02T04:02:44.321Z,bba2c546-5ab5-4c14-ad17-a920cd5748a1
3389,,,,,585571.92,538731.49,,2023-11-02T00:00:00.000Z,,,ecda359d20e16883e1ac36aa11648a1c73af031a,2023-11-02T04:02:44.321Z,c95e6d3d-8f02-4252-921d-c74e8dcff114
3392,,,,,4364366.76,4021752.95,0,2023-11-02T00:00:00.000Z,,,370c6265541a0882b5e693a26ed56a04aff748d1,2023-11-02T04:02:44.321Z,2b09ca06-e750-40ad-91cb-a6e4263056af
3395,,,,,446808.86,408677.66,,2023-11-02T00:00:00.000Z,,,e7cf1765ea6cd2c8866022a69a8941833ef63ffd,2023-11-02T04:02:44.321Z,a2e22915-a1c4-4adc-a79f-7a494373a537
3413,,,,,0,0,,2023-11-02T00:00:00.000Z,,,ba3146c40d9b9524379ad4935e2fa3bd5dfd2138,2023-11-02T04:02:44.321Z,f8557240-d6da-4c2f-b953-ff28e56e40e7
3428,,,,,8670581.26,8546912.01,,2023-11-02T00:00:00.000Z,,,e093fa93ef0dcd119a4b1d455c382f0323367429,2023-11-02T04:02:44.321Z,d9b13ccd-4b2f-4576-8310-f4981b39c3c1
3435,,,,,0,,,2023-11-02T00:00:00.000Z,,,9afc3f0b7739de55dc867a6db0613acd7ceef223,2023-11-02T04:02:44.321Z,587de816-a48d-4f2d-98a0-f2c09a73b2df
3441,,,,,0,,,2023-11-02T00:00:00.000Z,,,d10e88bed8b8418624c2da6ebc051ac579fb63c2,2023-11-02T04:02:44.321Z,dc114f8e-e08f-40ad-91c4-49d7adc61528
3442,,,,,2560819.03,2535646.13,,2023-11-02T00:00:00.000Z,,,8a2203a8c7e63896b289a32e9a854be0efdc2ea9,2023-11-02T04:02:44.321Z,72b9f314-3c90-44fe-b94a-56530e2c50f4
